,RMOIST,CH4toCO2_peat,oxid_frac,tiller_por,tiller_radius,catotelm_por,acrotelm_por,Fgas,RMOIST_ANAEROBIC,decay_length,RMSE
0,0.9041219360101969,0.14425498294644057,0.4493947242386639,0.6265536654740572,0.003608247460797429,0.33706382578238847,0.3770125391893089,0.010369052616879343,0.011027614865452052,7.6999852633103725,0.12488171339800085
1,0.1508295510429889,0.26711324183270335,0.7831711016129703,1.186829489376396,0.014493811894208192,0.6858584999572485,0.9146120781078934,0.022224000692367553,0.08976963488385081,13.395621735416352,0.11214547126291845
2,0.360824439227581,0.06523361342027782,0.6790908641647548,0.39067554352805023,0.008248930829577148,0.9822242401074617,0.4699878945015371,0.024478467274457214,0.054524767212569714,23.736782514490187,0.06245199601076428
3,0.6051909277588129,0.19660329005680977,0.9194841970689596,0.8703871883451939,0.004101765216328204,0.6156720384024083,1.0821111625060438,0.006238688724115491,0.044679610058665276,3.5229804361239077,0.05183110563967004
4,0.7352734926529229,0.04588615154847503,0.8921051587909461,0.8179296928457916,0.007283123494125902,0.10401543751358987,0.6514869975391775,0.028097164090722798,0.06331336172297597,18.474287818651646,0.0380718171718219
5,0.47726611921563744,0.1684080986212939,0.3829583131242543,0.1707846887409687,0.010694434004835784,0.9189090816769748,1.1881033220794053,0.0011854533199220896,0.035890819039195776,12.838672746997325,0.03564333140258456
6,0.0333455431740731,0.11186477391980587,1.0317077167797835,1.0334311623126269,0.012015609014779329,1.179337904462591,0.19522335440851746,0.012111848434433341,0.02098901439458132,2.4406033671461045,0.08532925461791412
7,0.7731481052469462,0.24289815494790673,0.6152129214257003,0.5033740370534361,0.00045964968390762803,0.418560567498207,0.8088924569543451,0.015294864289462565,0.07980841994285584,22.695555920060723,0.18006585276643405
8,0.8161077220272273,0.05606864210218191,1.0803101068828256,0.2854802401736379,0.013928946806117892,0.5705450039822608,0.5620903484523296,0.029122806480154393,0.0730504896491766,6.335168756823986,0.025395197671157447
9,0.08415648999623954,0.22389436871744692,0.5710236480459571,0.7006034356541933,0.002310959994792938,1.0975526800379156,1.1697225299663843,0.0034410762414336204,0.026156981103122236,24.971369765978306,0.10119586571524566
10,0.435156344268471,0.13565006335265933,0.8450957661494614,0.46549478480592377,0.005443028002046048,0.7833496255800128,0.1411864023655653,0.013136988189071417,0.01745000658556819,16.198572773393245,0.04413564509690044
11,0.6855462977476418,0.293844264447689,0.4284613660071045,1.0729009052738547,0.00879917759913951,0.3097565580625087,0.6832770363427698,0.017550961012020708,0.08333803424611688,8.944206157978623,0.25695105580819566
12,0.5544879666715861,0.08422080733813345,0.6360519567038865,1.1559649826027454,0.010100241196341812,0.5160583270248026,0.2513981788884848,0.009284831900149584,0.0020208105444908145,19.84231534656137,0.05333814450071896
13,0.3177388980984688,0.25241822887212034,0.9698773751966656,0.6558527519926429,0.006015102951787412,1.1520371635444462,0.8605740014929324,0.020026986943557857,0.0987674267962575,1.2472648119553924,0.12736495155333868
14,0.20068267029710116,0.0188022194057703,0.49093120349571107,0.9619520904496313,0.0017129909992218016,0.8737710949964821,0.451606037793681,0.023394720135256647,0.05722969165071845,9.975799688138066,0.029762166427124648
15,0.9461237252224237,0.1773681337852031,0.731373574724421,0.30178323509171606,0.012653716458007693,0.21933289519511162,0.9927156508434563,0.004041172116994857,0.0419775945134461,17.29018770400435,0.09470579205395978
16,0.9710536529496312,0.019347834354266524,0.5496846420224756,0.9936562967486681,0.004236177974380553,1.132652040803805,0.9556594983674584,0.0242945543769747,0.030010370537638664,11.93227687459439,0.031960323316584625
17,0.24149486552923918,0.18698298515751957,1.0710533334873618,0.5451086642220616,0.007647606055252254,0.4742480795830488,0.34493852667510505,0.004987269099801779,0.07076413612812758,19.173992374353112,0.19404438259310736
18,0.276851112851873,0.09836693895980715,0.41319344928488133,0.7805110385641456,0.014593656342476606,0.19548217840492726,1.0413362828083337,0.008412691466510296,0.08573884693905712,21.780858090706168,0.038369372125565036
19,0.5296335109416396,0.25749506357125934,0.8411776629742236,0.2062775851227343,0.0030378145817667244,0.8364094423595815,0.5017718188464642,0.018995058378204702,0.013491325173527004,3.1573051096871496,0.18077519046986146
20,0.6451475720759481,0.12037169450893997,0.9968696298543365,0.36399979796260595,0.000561442757025361,1.0422634731512517,1.218913358496502,0.014169144630432128,0.09491823315620423,14.105997485946864,0.04077991838469049
21,0.40981282158754767,0.2876351503934711,0.6751321660354734,0.8994333953596653,0.011446889620274304,0.5646344537846744,0.6117035533767193,0.018423329321667552,0.00431212354451418,6.778967616986483,0.1739569685270707
22,0.10957548467442392,0.0543908082973212,0.7644254745915533,0.5932249647565186,0.010827133278362452,0.249931566696614,0.777809888543561,0.028176937596872446,0.03958097836002708,4.229010887350887,0.01832740837878992
23,0.8564308576844633,0.21314721962437033,0.5353386389557272,1.2178206833079457,0.006679850094951689,0.781957860616967,0.2352968781720847,0.0025414700992405412,0.06119333179667592,22.83670636257157,0.28092261845418065
24,0.8134750174544751,0.10788812562823294,0.8085298448801042,0.9286761491559447,0.00892844431567937,0.9337580450810491,1.128956419788301,0.013084925757721065,0.09215512285009027,0.3325704078190028,0.029068690923911383
25,0.058760761301964524,0.22984776739962398,0.4868354347068816,0.33309154696762566,0.00484318760689348,0.16831304668448865,0.5938830508850514,0.01622631372883916,0.007078047376126051,20.559014339279383,0.19921380718052
26,0.45192637308500705,0.028304544249549507,0.9512687992770226,1.1289349682629108,0.0024161869660019875,0.4289784879889339,0.724333226121962,0.02709318861365318,0.04854220878332854,16.38378830989823,0.03750286996074637
27,0.6948709904309363,0.15990017008036375,0.722225008904934,0.6848174410872162,0.013356793960556387,1.2481186510063709,0.1091211679391563,0.00034395533613860605,0.05222318433225155,10.675506897177547,0.04181837024160268
28,0.5803326954785735,0.0816829824168235,0.3628868729807436,0.4277213372290135,0.012756993910297752,0.7366816693916917,0.8294826549943536,0.025320194922387598,0.03350342335179448,25.67739756386727,0.0342560718091083
29,0.31994043053127824,0.20397893600165842,0.8841214078944177,1.1083117592148484,0.0011391255632042885,0.36539161582477386,0.29146293313242494,0.007242893865332007,0.06726178517565132,5.43509612660855,0.1753018027355715
30,0.19163796972483396,0.14709940914064645,0.6015787843149156,0.24575760951265693,0.006146082258783281,0.6619939744938165,1.0235169091727585,0.00943783306516707,0.0759439142420888,9.654584658332169,0.044763799642188296
31,0.9290556402876973,0.27903133057989177,1.0294288442470134,0.7426546562463046,0.009502350320108235,1.0151053579524159,0.4118138241115957,0.021251153256744145,0.023289452493190768,15.277551701851188,0.2711977212018125
32,0.9173667791765183,0.07309121427126228,0.8556282477453352,1.2358433865010738,0.00012175411451607943,1.224296197388321,1.0567989165894687,0.016810200233012437,0.06984111769124866,7.1863576623611145,0.018445375584365823
33,0.17239782254211605,0.19554429166018963,0.4397255989257246,0.5756724330596626,0.011768919727765023,0.44548167004249983,0.5133040713146328,0.012501028524711728,0.02939367527142167,14.516552239935844,0.20403737479033712
